SellOrderId,BuyOrderId,Price,Quantity,Timestamp
7661,7607,91.23,2,2026-09-13 17:44:32.905
7665,7607,91.23,5,2026-09-13 17:44:32.905
7666,7668,93.34,11,2026-09-13 17:44:32.905
7657,7668,93.32,75,2026-09-13 17:44:32.905
7654,7669,93.08,36,2026-09-13 17:44:32.905
7555,7670,100.26,9,2026-09-13 17:44:32.905
7641,7671,93.86,23,2026-09-13 17:44:32.905
7618,7672,97.46,17,2026-09-13 17:44:32.905
7590,7672,97.44,67,2026-09-13 17:44:32.905
7598,7672,97.25,2,2026-09-13 17:44:32.905
7650,7672,96.96,4,2026-09-13 17:44:32.905
7615,7674,99.43,12,2026-09-13 17:44:32.905
7556,7674,99.25,46,2026-09-13 17:44:32.905
7559,7674,99.22,37,2026-09-13 17:44:32.905
7630,7678,100.24,27,2026-09-13 17:44:32.905
7559,7682,99.22,43,2026-09-13 17:44:32.905
7550,7682,99.14,45,2026-09-13 17:44:32.905
7663,7686,95.80,42,2026-09-13 17:44:32.906
7650,7687,96.96,34,2026-09-13 17:44:32.906
7629,7688,96.19,43,2026-09-13 17:44:32.906
7657,7691,93.32,9,2026-09-13 17:44:32.906
7657,7692,93.32,7,2026-09-13 17:44:32.906
7676,7693,93.13,50,2026-09-13 17:44:32.906
7695,7623,90.37,27,2026-09-13 17:44:32.906
7689,7697,90.83,19,2026-09-13 17:44:32.906
7699,7623,90.37,25,2026-09-13 17:44:32.906
7696,7700,97.91,3,2026-09-13 17:44:32.906
7627,7700,97.85,35,2026-09-13 17:44:32.906
7650,7700,96.96,6,2026-09-13 17:44:32.906
7673,7700,96.82,7,2026-09-13 17:44:32.906
7656,7700,96.69,20,2026-09-13 17:44:32.906
7629,7701,96.19,1,2026-09-13 17:44:32.906
7698,7701,96.01,31,2026-09-13 17:44:32.906
7663,7701,95.80,50,2026-09-13 17:44:32.906
7684,7704,94.94,49,2026-09-13 17:44:32.906
7711,7642,90.42,42,2026-09-13 17:44:32.906
7639,7712,92.47,41,2026-09-13 17:44:32.906
7703,7712,92.40,8,2026-09-13 17:44:32.906
7681,7712,92.14,3,2026-09-13 17:44:32.906
7684,7714,94.94,24,2026-09-13 17:44:32.907
7679,7714,94.82,43,2026-09-13 17:44:32.907
7550,7715,99.14,27,2026-09-13 17:44:32.907
7577,7715,99.02,19,2026-09-13 17:44:32.907
7660,7715,98.94,29,2026-09-13 17:44:32.907
7716,7623,90.37,8,2026-09-13 17:44:32.907
7716,7642,90.42,52,2026-09-13 17:44:32.907
7641,7718,93.86,15,2026-09-13 17:44:32.907
7708,7718,93.72,7,2026-09-13 17:44:32.907
7713,7720,95.94,3,2026-09-13 17:44:32.907
7681,7723,92.14,2,2026-09-13 17:44:32.907
7708,7729,93.72,16,2026-09-13 17:44:32.907
7657,7729,93.32,8,2026-09-13 17:44:32.907
7676,7729,93.13,27,2026-09-13 17:44:32.907
7727,7729,93.12,34,2026-09-13 17:44:32.907
7727,7730,93.12,63,2026-09-13 17:44:32.908
7654,7730,93.08,1,2026-09-13 17:44:32.908
7675,7730,93.07,30,2026-09-13 17:44:32.908
7709,7734,96.98,43,2026-09-13 17:44:32.908
7683,7735,90.54,8,2026-09-13 17:44:32.908
7736,7731,90.08,30,2026-09-13 17:44:32.908
7552,7739,98.26,44,2026-09-13 17:44:32.908
7555,7740,100.26,10,2026-09-13 17:44:32.908
7630,7740,100.24,10,2026-09-13 17:44:32.908
7685,7740,100.16,26,2026-09-13 17:44:32.908
7681,7741,92.14,16,2026-09-13 17:44:32.908
7675,7742,93.07,47,2026-09-13 17:44:32.908
7717,7742,92.91,23,2026-09-13 17:44:32.908
7744,7746,94.15,22,2026-09-13 17:44:32.908
7681,7747,92.14,20,2026-09-13 17:44:32.908
7705,7748,98.76,5,2026-09-13 17:44:32.908
7717,7749,92.91,24,2026-09-13 17:44:32.908
7690,7749,92.79,1,2026-09-13 17:44:32.908
7732,7750,91.08,92,2026-09-13 17:44:32.908
7681,7751,92.14,46,2026-09-13 17:44:32.908
7683,7756,90.54,31,2026-09-13 17:44:32.909
7725,7758,90.14,68,2026-09-13 17:44:32.909
7736,7758,90.07,26,2026-09-13 17:44:32.909
7705,7759,98.76,11,2026-09-13 17:44:32.909
7681,7760,92.14,6,2026-09-13 17:44:32.909
7662,7760,91.91,69,2026-09-13 17:44:32.909
7736,7764,90.07,29,2026-09-13 17:44:32.909
7763,7764,90.02,42,2026-09-13 17:44:32.909
7733,7765,93.83,2,2026-09-13 17:44:32.909
7685,7766,100.16,1,2026-09-13 17:44:32.909
7724,7766,100.12,21,2026-09-13 17:44:32.909
7677,7766,99.96,28,2026-09-13 17:44:32.909
7745,7770,98.19,13,2026-09-13 17:44:32.909
7709,7770,96.98,40,2026-09-13 17:44:32.909
7656,7770,96.69,6,2026-09-13 17:44:32.909
7567,7771,98.67,6,2026-09-13 17:44:32.909
7710,7771,98.62,71,2026-09-13 17:44:32.909
7552,7771,98.26,11,2026-09-13 17:44:32.909
7656,7772,96.69,12,2026-09-13 17:44:32.909
7664,7776,99.87,18,2026-09-13 17:44:32.909
7716,7777,90.18,23,2026-09-13 17:44:32.910
7677,7779,99.96,26,2026-09-13 17:44:32.910
7664,7779,99.87,49,2026-09-13 17:44:32.910
7769,7781,95.97,1,2026-09-13 17:44:32.910
7769,7785,95.97,9,2026-09-13 17:44:32.910
7743,7787,93.51,39,2026-09-13 17:44:32.910
7786,7789,95.16,65,2026-09-13 17:44:32.910
7679,7789,94.82,17,2026-09-13 17:44:32.910
7656,7790,96.69,6,2026-09-13 17:44:32.910
7702,7790,96.67,23,2026-09-13 17:44:32.910
7726,7790,96.67,31,2026-09-13 17:44:32.910
7679,7791,94.82,20,2026-09-13 17:44:32.910
7762,7791,94.31,36,2026-09-13 17:44:32.910
7792,7777,90.42,44,2026-09-13 17:44:32.910
7726,7794,96.67,19,2026-09-13 17:44:32.910
7767,7794,96.48,44,2026-09-13 17:44:32.910
7769,7794,95.97,19,2026-09-13 17:44:32.910
7769,7795,95.97,2,2026-09-13 17:44:32.910
7713,7795,95.94,23,2026-09-13 17:44:32.911
7563,7797,99.78,15,2026-09-13 17:44:32.911
7768,7798,91.27,58,2026-09-13 17:44:32.911
7662,7801,91.91,7,2026-09-13 17:44:32.911
7755,7801,91.59,25,2026-09-13 17:44:32.911
7722,7801,91.47,4,2026-09-13 17:44:32.911
7719,7801,91.45,5,2026-09-13 17:44:32.911
7744,7803,94.15,60,2026-09-13 17:44:32.911
7752,7803,94.07,28,2026-09-13 17:44:32.911
7783,7804,92.59,28,2026-09-13 17:44:32.911
7778,7805,100.44,92,2026-09-13 17:44:32.911
7796,7805,100.17,7,2026-09-13 17:44:32.911
7752,7806,94.07,38,2026-09-13 17:44:32.911
7733,7806,93.83,27,2026-09-13 17:44:32.911
7743,7806,93.51,16,2026-09-13 17:44:32.911
7788,7807,99.19,44,2026-09-13 17:44:32.911
7664,7808,99.87,10,2026-09-13 17:44:32.911
7563,7808,99.78,27,2026-09-13 17:44:32.911
7757,7808,99.69,3,2026-09-13 17:44:32.911
7799,7816,100.76,33,2026-09-13 17:44:32.911
7796,7816,100.17,42,2026-09-13 17:44:32.911
7802,7816,100.09,15,2026-09-13 17:44:32.911
7762,7818,94.31,52,2026-09-13 17:44:32.911
7813,7818,93.94,7,2026-09-13 17:44:32.911
7800,7821,96.40,82,2026-09-13 17:44:32.912
7814,7821,96.09,5,2026-09-13 17:44:32.912
7802,7824,100.09,76,2026-09-13 17:44:32.912
7757,7824,99.69,11,2026-09-13 17:44:32.912
7814,7825,96.09,39,2026-09-13 17:44:32.912
7713,7825,95.94,3,2026-09-13 17:44:32.912
7754,7826,95.41,2,2026-09-13 17:44:32.912
7813,7827,93.94,11,2026-09-13 17:44:32.912
7819,7827,93.72,50,2026-09-13 17:44:32.912
7743,7827,93.51,14,2026-09-13 17:44:32.912
7782,7827,93.24,21,2026-09-13 17:44:32.912
7812,7828,99.24,65,2026-09-13 17:44:32.912
7788,7828,99.19,15,2026-09-13 17:44:32.912
7738,7828,99.05,1,2026-09-13 17:44:32.912
7683,7829,90.54,12,2026-09-13 17:44:32.912
7775,7831,92.12,5,2026-09-13 17:44:32.912
7774,7831,92.05,69,2026-09-13 17:44:32.912
7782,7835,93.24,6,2026-09-13 17:44:32.912
7793,7836,99.48,41,2026-09-13 17:44:32.912
7738,7836,99.05,26,2026-09-13 17:44:32.912
7823,7836,99.03,2,2026-09-13 17:44:32.912
7832,7837,99.75,16,2026-09-13 17:44:32.913
7754,7841,95.41,31,2026-09-13 17:44:32.913
7782,7844,93.24,1,2026-09-13 17:44:32.913
7810,7844,93.18,60,2026-09-13 17:44:32.913
7838,7844,93.17,6,2026-09-13 17:44:32.913
7690,7844,92.79,23,2026-09-13 17:44:32.913
7667,7844,92.71,4,2026-09-13 17:44:32.913
7833,7845,100.89,17,2026-09-13 17:44:32.913
7832,7845,99.75,1,2026-09-13 17:44:32.913
7667,7846,92.71,66,2026-09-13 17:44:32.913
7667,7849,92.71,5,2026-09-13 17:44:32.913
7667,7851,92.71,3,2026-09-13 17:44:32.913
7843,7855,94.63,15,2026-09-13 17:44:32.913
7832,7856,99.75,20,2026-09-13 17:44:32.913
7757,7856,99.69,17,2026-09-13 17:44:32.913
7705,7858,98.76,18,2026-09-13 17:44:32.913
7719,7859,91.45,25,2026-09-13 17:44:32.913
7854,7861,98.07,70,2026-09-13 17:44:32.913
7847,7862,96.47,33,2026-09-13 17:44:32.913
7713,7862,95.94,14,2026-09-13 17:44:32.913
7780,7862,95.92,37,2026-09-13 17:44:32.913
7719,7863,91.45,9,2026-09-13 17:44:32.913
7653,7863,91.34,45,2026-09-13 17:44:32.913
7665,7863,91.19,40,2026-09-13 17:44:32.913
7660,7864,98.94,4,2026-09-13 17:44:32.913
7689,7868,90.83,14,2026-09-13 17:44:32.914
7834,7868,90.82,44,2026-09-13 17:44:32.914
7683,7868,90.54,22,2026-09-13 17:44:32.914
7792,7868,90.33,7,2026-09-13 17:44:32.914
7780,7869,95.92,34,2026-09-13 17:44:32.914
7728,7869,95.83,19,2026-09-13 17:44:32.914
7761,7869,95.76,42,2026-09-13 17:44:32.914
7667,7870,92.71,20,2026-09-13 17:44:32.914
7783,7870,92.59,63,2026-09-13 17:44:32.914
7783,7872,92.59,9,2026-09-13 17:44:32.914
7721,7872,92.57,70,2026-09-13 17:44:32.914
7830,7873,94.35,2,2026-09-13 17:44:32.914
7857,7873,93.78,6,2026-09-13 17:44:32.914
7721,7873,92.57,25,2026-09-13 17:44:32.914
7820,7873,92.56,44,2026-09-13 17:44:32.914
7820,7875,92.56,44,2026-09-13 17:44:32.914
7853,7875,92.36,36,2026-09-13 17:44:32.914
7761,7876,95.76,39,2026-09-13 17:44:32.914
7867,7876,95.71,5,2026-09-13 17:44:32.914
7843,7877,94.63,3,2026-09-13 17:44:32.914
7823,7878,99.03,26,2026-09-13 17:44:32.914
7860,7879,99.91,28,2026-09-13 17:44:32.914
7757,7879,99.69,33,2026-09-13 17:44:32.914
7665,7880,91.19,17,2026-09-13 17:44:32.914
7680,7880,91.17,5,2026-09-13 17:44:32.914
7866,7882,100.67,9,2026-09-13 17:44:32.914
7823,7884,99.03,64,2026-09-13 17:44:32.914
7660,7884,98.94,6,2026-09-13 17:44:32.914
7850,7884,98.94,3,2026-09-13 17:44:32.914
7886,7887,98.11,83,2026-09-13 17:44:32.915
7822,7891,95.19,90,2026-09-13 17:44:32.915
7853,7894,92.36,29,2026-09-13 17:44:32.915
7853,7895,92.36,5,2026-09-13 17:44:32.915
7867,7896,95.71,83,2026-09-13 17:44:32.915
7867,7897,95.71,7,2026-09-13 17:44:32.915
7753,7897,95.69,62,2026-09-13 17:44:32.915
7843,7898,94.63,80,2026-09-13 17:44:32.915
7885,7898,94.49,6,2026-09-13 17:44:32.915
7853,7898,92.36,8,2026-09-13 17:44:32.915
7753,7899,95.69,2,2026-09-13 17:44:32.915
7773,7899,95.62,5,2026-09-13 17:44:32.915
7754,7899,95.41,42,2026-09-13 17:44:32.915
7737,7899,95.34,29,2026-09-13 17:44:32.915
7737,7900,95.34,10,2026-09-13 17:44:32.915
7901,7902,95.76,59,2026-09-13 17:44:32.915
7737,7902,95.34,17,2026-09-13 17:44:32.915
7822,7902,95.19,6,2026-09-13 17:44:32.915
7890,7902,95.16,4,2026-09-13 17:44:32.915
7840,7906,91.88,58,2026-09-13 17:44:32.915
7893,7906,91.80,26,2026-09-13 17:44:32.915
7853,7907,92.36,5,2026-09-13 17:44:32.915
7889,7907,92.20,41,2026-09-13 17:44:32.915
7842,7907,92.10,15,2026-09-13 17:44:32.915
7774,7907,92.05,13,2026-09-13 17:44:32.915
7893,7907,91.80,5,2026-09-13 17:44:32.915
7893,7908,91.80,12,2026-09-13 17:44:32.916
7694,7911,99.61,21,2026-09-13 17:44:32.916
7883,7911,99.57,21,2026-09-13 17:44:32.916
7865,7911,99.52,51,2026-09-13 17:44:32.916
7886,7912,98.11,17,2026-09-13 17:44:32.916
7854,7912,98.07,29,2026-09-13 17:44:32.916
7852,7912,97.93,39,2026-09-13 17:44:32.916
7890,7913,95.16,45,2026-09-13 17:44:32.916
7914,7874,90.75,17,2026-09-13 17:44:32.916
7914,7868,90.94,6,2026-09-13 17:44:32.916
7865,7915,99.52,37,2026-09-13 17:44:32.916
7905,7915,99.08,2,2026-09-13 17:44:32.916
7905,7916,99.08,15,2026-09-13 17:44:32.916
7905,7918,99.08,16,2026-09-13 17:44:32.916
7850,7918,98.94,24,2026-09-13 17:44:32.916
7707,7918,98.91,2,2026-09-13 17:44:32.916
7593,7918,98.89,23,2026-09-13 17:44:32.916
7852,7919,97.93,42,2026-09-13 17:44:32.916
7815,7919,97.88,21,2026-09-13 17:44:32.916
7904,7922,92.94,12,2026-09-13 17:44:32.916
7917,7922,92.77,47,2026-09-13 17:44:32.916
7893,7922,91.80,22,2026-09-13 17:44:32.916
7892,7922,91.37,4,2026-09-13 17:44:32.916
7815,7926,97.88,37,2026-09-13 17:44:32.917
7890,7927,95.16,14,2026-09-13 17:44:32.917
7903,7927,94.36,30,2026-09-13 17:44:32.917
7920,7930,97.06,57,2026-09-13 17:44:32.917
7933,7935,99.91,61,2026-09-13 17:44:32.917
7593,7935,98.89,25,2026-09-13 17:44:32.917
7931,7935,98.82,12,2026-09-13 17:44:32.917
7680,7936,91.17,24,2026-09-13 17:44:32.917
7866,7939,100.67,6,2026-09-13 17:44:32.917
7881,7939,100.61,2,2026-09-13 17:44:32.917
7928,7940,98.14,18,2026-09-13 17:44:32.917
7929,7942,92.10,28,2026-09-13 17:44:32.917
7892,7942,91.37,6,2026-09-13 17:44:32.917
7903,7944,94.36,16,2026-09-13 17:44:32.917
7921,7944,93.53,44,2026-09-13 17:44:32.917
7921,7947,93.53,16,2026-09-13 17:44:32.917
7943,7947,93.22,28,2026-09-13 17:44:32.917
7892,7947,91.37,33,2026-09-13 17:44:32.917
7892,7948,91.37,46,2026-09-13 17:44:32.917
7937,7948,91.32,4,2026-09-13 17:44:32.917
7680,7948,91.17,1,2026-09-13 17:44:32.917
7680,7949,91.17,12,2026-09-13 17:44:32.917
7931,7951,98.82,41,2026-09-13 17:44:32.918
7705,7951,98.76,33,2026-09-13 17:44:32.918
7706,7951,98.76,15,2026-09-13 17:44:32.918
7706,7952,98.76,26,2026-09-13 17:44:32.918
7815,7953,97.88,12,2026-09-13 17:44:32.918
7945,7953,97.37,57,2026-09-13 17:44:32.918
7955,7956,92.90,37,2026-09-13 17:44:32.918
7680,7956,91.17,3,2026-09-13 17:44:32.918
7811,7956,91.16,22,2026-09-13 17:44:32.918
7957,7958,99.22,84,2026-09-13 17:44:32.918
7706,7958,98.76,4,2026-09-13 17:44:32.918
7811,7961,91.16,27,2026-09-13 17:44:32.918
7909,7961,91.13,32,2026-09-13 17:44:32.918
7732,7961,91.08,5,2026-09-13 17:44:32.918
7871,7961,91.07,9,2026-09-13 17:44:32.918
7959,7962,91.96,11,2026-09-13 17:44:32.918
7871,7962,91.07,47,2026-09-13 17:44:32.918
7960,7963,99.21,22,2026-09-13 17:44:32.918
7706,7963,98.76,9,2026-09-13 17:44:32.918
7839,7963,98.74,16,2026-09-13 17:44:32.918
7839,7964,98.74,17,2026-09-13 17:44:32.918
7839,7967,98.74,17,2026-09-13 17:44:32.918
7553,7967,98.69,77,2026-09-13 17:44:32.918
7965,7971,92.60,25,2026-09-13 17:44:32.918
7968,7972,91.18,29,2026-09-13 17:44:32.918
7871,7972,91.07,40,2026-09-13 17:44:32.918
7946,7972,90.89,23,2026-09-13 17:44:32.918
7914,7972,90.72,5,2026-09-13 17:44:32.918
7910,7973,96.93,68,2026-09-13 17:44:32.918
7924,7973,96.87,1,2026-09-13 17:44:32.918
7974,7975,92.93,66,2026-09-13 17:44:32.918
7941,7979,90.49,75,2026-09-13 17:44:32.918
7925,7979,90.35,6,2026-09-13 17:44:32.918
7817,7980,98.68,14,2026-09-13 17:44:32.918
7969,7980,97.91,30,2026-09-13 17:44:32.918
7954,7980,97.60,15,2026-09-13 17:44:32.918
7945,7980,97.37,16,2026-09-13 17:44:32.918
7920,7980,97.06,8,2026-09-13 17:44:32.918
7970,7984,100.47,8,2026-09-13 17:44:32.918
7932,7984,100.28,48,2026-09-13 17:44:32.918
7920,7984,97.06,15,2026-09-13 17:44:32.918
7924,7984,96.87,13,2026-09-13 17:44:32.918
7974,7988,92.93,26,2026-09-13 17:44:32.918
7965,7988,92.60,42,2026-09-13 17:44:32.918
7983,7989,90.74,62,2026-09-13 17:44:32.918
7987,7992,98.66,58,2026-09-13 17:44:32.918
7924,7992,96.87,35,2026-09-13 17:44:32.918
7965,7994,92.60,25,2026-09-13 17:44:32.919
7976,7994,92.37,1,2026-09-13 17:44:32.919
7976,7998,92.37,25,2026-09-13 17:44:32.919
7986,7999,91.78,46,2026-09-13 17:44:32.919
7924,8005,96.87,4,2026-09-13 17:44:32.919
7997,8005,96.75,1,2026-09-13 17:44:32.919
7983,8006,90.74,19,2026-09-13 17:44:32.919
7976,8007,92.37,38,2026-09-13 17:44:32.919
8002,8007,92.22,36,2026-09-13 17:44:32.919
7985,8008,99.69,30,2026-09-13 17:44:32.919
7997,8009,96.75,16,2026-09-13 17:44:32.919
8010,8012,93.70,32,2026-09-13 17:44:32.919
8002,8012,92.22,35,2026-09-13 17:44:32.919
7966,8013,100.63,46,2026-09-13 17:44:32.919
8016,8018,92.65,12,2026-09-13 17:44:32.919
8003,8020,99.42,5,2026-09-13 17:44:32.919
8015,8020,98.88,28,2026-09-13 17:44:32.919
8000,8020,98.08,16,2026-09-13 17:44:32.919
8019,8022,99.47,7,2026-09-13 17:44:32.919
8000,8026,98.08,9,2026-09-13 17:44:32.919
8016,8032,92.65,54,2026-09-13 17:44:32.919
7990,8034,99.78,36,2026-09-13 17:44:32.919
7978,8035,96.05,2,2026-09-13 17:44:32.919
8000,8036,98.08,20,2026-09-13 17:44:32.919
8029,8036,97.09,13,2026-09-13 17:44:32.919
7997,8036,96.75,1,2026-09-13 17:44:32.919
7923,8036,96.42,21,2026-09-13 17:44:32.919
8021,8036,96.40,25,2026-09-13 17:44:32.919
8027,8039,90.84,30,2026-09-13 17:44:32.919
7983,8039,90.74,15,2026-09-13 17:44:32.919
7914,8039,90.72,16,2026-09-13 17:44:32.919
8017,8039,90.64,33,2026-09-13 17:44:32.919
8024,8040,92.25,38,2026-09-13 17:44:32.919
8037,8041,96.64,15,2026-09-13 17:44:32.919
8021,8041,96.40,58,2026-09-13 17:44:32.919
8024,8042,92.25,22,2026-09-13 17:44:32.919
8002,8042,92.22,11,2026-09-13 17:44:32.919
7982,8042,92.20,25,2026-09-13 17:44:32.919
7986,8042,91.78,12,2026-09-13 17:44:32.919
8033,8043,99.10,86,2026-09-13 17:44:32.920
8021,8044,96.40,10,2026-09-13 17:44:32.920
7978,8044,96.05,17,2026-09-13 17:44:32.920
7978,8050,96.05,25,2026-09-13 17:44:32.920
7996,8050,96.04,39,2026-09-13 17:44:32.920
7981,8051,94.75,8,2026-09-13 17:44:32.920
8028,8051,93.88,9,2026-09-13 17:44:32.920
8028,8055,93.88,61,2026-09-13 17:44:32.920
7996,8057,96.04,34,2026-09-13 17:44:32.920
